time_ms,iso,ETAT_VERROUILLAGE_DEVERROUILLAGE_CALCULTATEUR,ETAT_PROGRAMMATION_ANTI_DEMARRAGE,PB_TRANSMISSION_CODE_DEVERROUILLAGE,OPTION_APPAIRAGE_CHOISIE,REGIME_MOTEUR,TENSION_ALIMENTATION_CALCULATEUR_CONTROLE_MOTEUR,TEMPERATURE_D_EAU_MOTEUR_d,TEMPS_INJECTION_CYLINDRE_01,TEMPS_INJECTION_CYLINDRE_02,TEMPS_INJECTION_CYLINDRE_03,TEMPS_INJECTION_CYLINDRE_04,ETAT_SONDE_A_OXYGENE_AMONT,ETAT_REGULATION_SONDE_A_OXYGENE_AMONT,TENSION_SONDE_A_OXYGENE_AMONT,ETAT_SONDE_A_OXYGENE_AVAL,ETAT_REGULATION_SONDE_A_OXYGENE_AVAL,TENSION_SONDE_A_OXYGENE_AVAL,RCOAMONT,RCOAVAL,FACTEUR_CORRECTION_RICHESSE_AMONT,FACTEUR_CORRECTION_RICHESSE_AVAL,CHARGE_ESTIMEE_CANISTER,CON_RICHESSE,CDERCOELECPURGE,AVANCE_ALLUMAGE_OPTIMAL,AVANCE_ALLUMAGE_MAXIMUM,AVANCE_ALLUMAGE_MINIMUM,AVANCE_ALLUMAGE_APPLIQUEE_A_CHAQUE_CYLINDRE,AVANCE_APPLIQUEE_CYL_2,AVANCE_APPLIQUEE_CYL_3,AVANCE_APPLIQUEE_CYL_4,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_01,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_02,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_03,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_04,TEMP_AIR_ADMISSION_SUP,REMPLISSAGE_DE_CONSIGNE,REMPLISSAGE_MESURE,DEBIT_AIR,CONSIGNE_PRESSION_ADMISSION,PRESSIONTUBULURE,ANGLE_PAPILLON_CONSIGNE,ANGLE_PAPILLON_MESURE,TENSION_RECOPIE_POSITION_PAPILLON_01,TENSION_RECOPIE_POSITION_PAPILLON_02,CONSIGNE_POSITION_DEPHASEUR_AAC_ADMISSION,POS_DEPHASEUR_ACC_1,RCO_ELECTROVANNE_DEPHASEUR_ACC_1,ETAT_COH_POSITION_AAC_ADMI_VIL,COMPTDEMMOT,DEBAIRCONS,DEPASSEMENT_SEUIL_ENCRASSEMENT_MOTEUR,COMPTEUR_NB_DEMARRAGE_A_FROID,COUPLE_MOTEUR_EFFECTIF_AIR,COUPLE_MOTEUR_EFFECTIF_AVANCE,COUPLE_MOTEUR_AVANCE,COUPLE_RESISTANT_MOTEUR_ESTIME,COUPLE_VOLONTE_CONDUCTEUR,REGMOTRALENTI,VITESSE_VEHICULE,PEDALE_ACCELERATEUR_1,PEDALE_ACCELERATEUR_2,POSPEDACC1,POSPEDACC2,VITESSE_CONSIGNE_REGULATION_VITESSE,ETAT_RVV,VITESSE_CONSIGNE_LIMITATION_DE_VITESSE,ETAT_LVV,ETAT_CONTACTEUR_FREIN_PRINCIPAL,ETAT_CONTACTEUR_PEDALE_FREIN,INFORMATION_CAPTEUR_EMBRAYAGE,INFORMATION_POINT_DUR_PEDALE_ACCELERATEUR,RAPPORT_ENGAGE,TYPE_BOITE_VITESSES,ETAT_MTH,ETAT_FONCTIONNEMENT_MOTEUR_THERMIQUE,ETAT_REVEIL_CALCULATEUR,POSITION_PEDALE_EMBRAYAGE,NIVEAU_CARBURANT_AFFICHE,TEMPS_ARRET_MOTEUR,TEMPERATURE_EAU_DERNIER_ARRET_MOTEUR,AUTORISATION_DEMARRAGE_CALCULATEURS_BV,ETAT_GMP,ETAT_REL_GMV_C5,ETAT_GMV_PTIT_C5,CONSIGNE_VITESSE_GMV_C5,ETAT_RELAIS_GMV,ESTIMATION_PUISSANCE_CONSO_COMPRESSEUR_REFRI,PRESSION_CIRCUIT_REFRIGERANT_a,TENSION_ALIMENTATION_CAPTEURS_01,TENSION_ALIMENTATION_CAPTEURS_02,TENSION_ALIMENTATION_CAPTEURS_03,PRESSION_HUILE_MOTEUR,COMMANDE_RELAIS_PUISSANCE,ETATCDEDEM,TEMPERATURE_AIR_EXTERIEUR,BRUIT_CAPTEUR_CLIQUETIS,INFO_DETECTION_CHOC,ETAT_COMMANDE_POMPE_VIDE_ELECTRIQUE,PRESSION_ATMOSPHERIQUE,PRESSION_MASTERVAC,ZAPVNUMBER,SIGNATURE,DATE,MILEAGE,ERASETYPE,NUMBERINTERVENTION
1788623910748,2026-09-05T19:58:30.748,0.0,4.0,0.0,1.0,747.0,14.0,78.0,3.2600000000000002,3.2600000000000002,3.2600000000000002,3.2600000000000002,0.0,0.0,405.0,1.0,0.0,454.0,48.5,8.0,1.9839999999993196E-5,1.9839999999993196E-5,18.0,1.0010000000000001,0.0,14.0,14.0,-31.0,-6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,58.0,25.0,25.0,10.100000000000001,420.0,399.0,3.0,3.0,640.0,4340.0,0.0,0.0,0.0,1.0,19483.0,10.9,0.0,0.0,-27.5,6.3125,5.5625,29.125,-27.5,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4980.0,1.0,1.0,0.0,21.0,1388.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623911207,2026-09-05T19:58:31.207,0.0,4.0,0.0,1.0,749.0,14.100000000000001,78.0,3.2,3.2,3.2,3.2,0.0,0.0,390.0,1.0,0.0,449.0,98.0,7.5,1.9839999999993196E-5,1.9839999999993196E-5,18.0,1.0010000000000001,0.0,14.0,14.0,-31.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,58.0,24.0,24.0,10.0,420.0,399.0,3.0,3.0,640.0,4340.0,0.0,0.0,0.0,1.0,19483.0,10.9,0.0,0.0,-27.6875,3.625,3.625,29.3125,-27.6875,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4990.0,1.0,1.0,0.0,21.0,1350.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623911896,2026-09-05T19:58:31.896,0.0,4.0,0.0,1.0,759.0,14.100000000000001,78.0,3.16,3.16,3.16,3.16,0.0,0.0,371.0,1.0,0.0,458.0,97.5,7.5,1.9839999999993196E-5,1.9839999999993196E-5,18.0,1.0010000000000001,0.0,14.0,14.0,-30.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,58.0,24.0,24.0,9.9,420.0,399.0,3.0,3.0,640.0,4340.0,0.0,0.0,0.0,1.0,19483.0,10.700000000000001,1.0,0.0,-27.375,3.6875,4.25,29.0,-27.375,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4990.0,1.0,1.0,0.0,21.0,2058.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623912366,2026-09-05T19:58:32.366,0.0,4.0,0.0,1.0,751.0,14.0,78.0,3.18,3.18,3.18,3.18,0.0,0.0,332.0,1.0,0.0,454.0,98.5,7.5,1.9839999999993196E-5,1.9839999999993196E-5,18.0,1.0010000000000001,0.0,14.0,14.0,-30.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,58.0,24.0,24.0,9.9,420.0,399.0,3.0,3.0,640.0,4340.0,0.0,0.0,0.0,1.0,19483.0,10.9,1.0,0.0,-27.625,5.0,4.3125,29.25,-27.625,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4970.0,1.0,1.0,0.0,21.0,1408.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623912889,2026-09-05T19:58:32.889,0.0,4.0,0.0,1.0,748.0,14.100000000000001,78.0,3.13,3.13,3.13,3.13,0.0,0.0,302.0,0.0,0.0,444.0,98.0,7.5,1.9839999999993196E-5,1.9839999999993196E-5,19.0,1.0010000000000001,0.0,14.0,14.0,-28.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,58.0,23.0,24.0,9.600000000000001,420.0,378.0,3.0,3.0,630.0,4350.0,0.0,0.0,0.0,1.0,19483.0,10.600000000000001,0.0,0.0,-27.375,5.6875,4.625,29.0,-27.375,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4980.0,1.0,1.0,0.0,21.0,1840.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623913494,2026-09-05T19:58:33.494,0.0,4.0,0.0,1.0,757.0,14.100000000000001,78.0,3.04,3.04,3.04,3.04,0.0,0.0,268.0,1.0,0.0,454.0,98.0,7.5,1.9839999999993196E-5,1.9839999999993196E-5,19.0,1.0010000000000001,0.0,14.0,14.0,-26.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,58.0,23.0,23.0,9.600000000000001,399.0,378.0,3.0,3.0,630.0,4350.0,0.0,0.0,0.0,1.0,19483.0,10.600000000000001,0.0,0.0,-27.4375,4.4375,4.8125,29.0625,-27.4375,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4990.0,1.0,1.0,0.0,21.0,1201.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623914065,2026-09-05T19:58:34.065,0.0,4.0,0.0,1.0,765.0,14.100000000000001,77.0,3.1,3.1,3.1,3.1,0.0,0.0,229.0,1.0,0.0,454.0,97.5,7.5,1.9839999999993196E-5,1.9839999999993196E-5,19.0,1.0010000000000001,0.0,14.0,14.0,-29.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,58.0,24.0,24.0,9.9,420.0,378.0,3.0,3.0,640.0,4350.0,0.0,0.0,0.0,1.0,19483.0,10.8,1.0,0.0,-27.3125,5.75,3.9375,28.9375,-27.3125,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4980.0,1.0,1.0,0.0,21.0,1954.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623914486,2026-09-05T19:58:34.486,0.0,4.0,0.0,1.0,744.0,14.100000000000001,77.0,3.12,3.12,3.12,3.12,0.0,0.0,195.0,0.0,0.0,444.0,98.5,7.5,1.9839999999993196E-5,1.9839999999993196E-5,19.0,1.0010000000000001,0.0,14.0,14.0,-29.0,-4.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,58.0,24.0,24.0,9.8,420.0,378.0,3.0,3.0,630.0,4350.0,0.0,0.0,0.0,1.0,19483.0,10.700000000000001,0.0,0.0,-27.6875,5.0,4.0625,29.3125,-27.6875,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4980.0,1.0,1.0,0.0,21.0,1415.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623914965,2026-09-05T19:58:34.965,0.0,4.0,0.0,1.0,755.0,14.200000000000001,77.0,3.1,3.1,3.1,3.1,0.0,1.0,175.0,1.0,0.0,454.0,97.0,7.5,0.00352201000000002,0.00352201000000002,19.0,1.0010000000000001,3.0,14.0,14.0,-27.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,58.0,23.0,24.0,9.600000000000001,399.0,378.0,3.0,3.0,630.0,4360.0,0.0,0.0,0.0,1.0,19483.0,10.4,0.0,0.0,-27.4375,4.6875,5.8125,29.0625,-27.4375,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4990.0,1.0,1.0,0.0,21.0,1684.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788623915505,2026-09-05T19:58:35.505,0.0,4.0,0.0,1.0,752.0,14.100000000000001,77.0,3.11,3.11,3.11,3.11,0.0,1.0,151.0,1.0,0.0,454.0,99.5,7.5,0.008191569999999981,0.008191569999999981,19.0,0.999,4.0,14.0,14.0,-27.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,58.0,24.0,24.0,9.600000000000001,420.0,378.0,3.0,3.0,630.0,4350.0,0.0,0.0,0.0,1.0,19483.0,10.700000000000001,0.0,0.0,-27.3125,5.25,5.125,28.9375,-27.3125,750.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,29.0,4687.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.5,5000.0,4990.0,4980.0,1.0,1.0,0.0,21.0,1865.0,0.0,255.0,836.0,298.0,0.0,0.0,1245716.0,3.008,3.0,50.0
