time_ms,iso,REGIME_MOTEUR,TENSION_ALIMENTATION_CALCULATEUR_CONTROLE_MOTEUR,TEMPERATURE_D_EAU_MOTEUR_d,TEMPS_INJECTION_CYLINDRE_01,TEMPS_INJECTION_CYLINDRE_02,TEMPS_INJECTION_CYLINDRE_03,TEMPS_INJECTION_CYLINDRE_04,ETAT_SONDE_A_OXYGENE_AMONT,ETAT_REGULATION_SONDE_A_OXYGENE_AMONT,TENSION_SONDE_A_OXYGENE_AMONT,ETAT_SONDE_A_OXYGENE_AVAL,ETAT_REGULATION_SONDE_A_OXYGENE_AVAL,TENSION_SONDE_A_OXYGENE_AVAL,RCOAMONT,RCOAVAL,FACTEUR_CORRECTION_RICHESSE_AMONT,FACTEUR_CORRECTION_RICHESSE_AVAL,CHARGE_ESTIMEE_CANISTER,CON_RICHESSE,CDERCOELECPURGE,AVANCE_ALLUMAGE_OPTIMAL,AVANCE_ALLUMAGE_MAXIMUM,AVANCE_ALLUMAGE_MINIMUM,AVANCE_ALLUMAGE_APPLIQUEE_A_CHAQUE_CYLINDRE,AVANCE_APPLIQUEE_CYL_2,AVANCE_APPLIQUEE_CYL_3,AVANCE_APPLIQUEE_CYL_4,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_01,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_02,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_03,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_04,TEMP_AIR_ADMISSION_SUP,REMPLISSAGE_DE_CONSIGNE,REMPLISSAGE_MESURE,DEBIT_AIR,CONSIGNE_PRESSION_ADMISSION,PRESSIONTUBULURE,ANGLE_PAPILLON_CONSIGNE,ANGLE_PAPILLON_MESURE,TENSION_RECOPIE_POSITION_PAPILLON_01,TENSION_RECOPIE_POSITION_PAPILLON_02,CONSIGNE_POSITION_DEPHASEUR_AAC_ADMISSION,POS_DEPHASEUR_ACC_1,RCO_ELECTROVANNE_DEPHASEUR_ACC_1,ETAT_COH_POSITION_AAC_ADMI_VIL,COMPTDEMMOT,DEBAIRCONS,DEPASSEMENT_SEUIL_ENCRASSEMENT_MOTEUR,COMPTEUR_NB_DEMARRAGE_A_FROID,COUPLE_MOTEUR_EFFECTIF_AIR,COUPLE_MOTEUR_EFFECTIF_AVANCE,COUPLE_MOTEUR_AVANCE,COUPLE_RESISTANT_MOTEUR_ESTIME,COUPLE_VOLONTE_CONDUCTEUR,REGMOTRALENTI,VITESSE_VEHICULE,PEDALE_ACCELERATEUR_1,PEDALE_ACCELERATEUR_2,POSPEDACC1,POSPEDACC2,VITESSE_CONSIGNE_REGULATION_VITESSE,ETAT_RVV,VITESSE_CONSIGNE_LIMITATION_DE_VITESSE,ETAT_LVV,ETAT_CONTACTEUR_FREIN_PRINCIPAL,ETAT_CONTACTEUR_PEDALE_FREIN,INFORMATION_CAPTEUR_EMBRAYAGE,INFORMATION_POINT_DUR_PEDALE_ACCELERATEUR,RAPPORT_ENGAGE,TYPE_BOITE_VITESSES,ETAT_MTH,ETAT_FONCTIONNEMENT_MOTEUR_THERMIQUE,ETAT_REVEIL_CALCULATEUR,POSITION_PEDALE_EMBRAYAGE,NIVEAU_CARBURANT_AFFICHE,TEMPS_ARRET_MOTEUR,TEMPERATURE_EAU_DERNIER_ARRET_MOTEUR,AUTORISATION_DEMARRAGE_CALCULATEURS_BV,ETAT_GMP,ETAT_REL_GMV_C5,ETAT_GMV_PTIT_C5,CONSIGNE_VITESSE_GMV_C5,ETAT_RELAIS_GMV,ESTIMATION_PUISSANCE_CONSO_COMPRESSEUR_REFRI,PRESSION_CIRCUIT_REFRIGERANT_a,TENSION_ALIMENTATION_CAPTEURS_01,TENSION_ALIMENTATION_CAPTEURS_02,TENSION_ALIMENTATION_CAPTEURS_03,PRESSION_HUILE_MOTEUR,COMMANDE_RELAIS_PUISSANCE,ETATCDEDEM,TEMPERATURE_AIR_EXTERIEUR,BRUIT_CAPTEUR_CLIQUETIS,INFO_DETECTION_CHOC,ETAT_COMMANDE_POMPE_VIDE_ELECTRIQUE,PRESSION_ATMOSPHERIQUE,PRESSION_MASTERVAC
1789040168523,2026-09-10T15:36:08.523,769.0,14.200000000000001,76.0,2.4,2.4,2.4,2.4,1.0,1.0,615.0,1.0,0.0,639.0,83.5,91.5,0.05796205999999998,0.05796205999999998,11.0,0.999,25.0,16.0,16.0,-13.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,40.0,18.0,20.0,8.1,315.0,315.0,1.0,2.0,590.0,4400.0,0.0,0.0,0.0,1.0,19513.0,7.5,1.0,0.0,-28.5,-1.625,-1.8125,29.5625,-28.5,750.0,14.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,40.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1235.0,0.0,255.0,854.0,342.0
1789040169033,2026-09-10T15:36:09.034,748.0,14.200000000000001,76.0,2.43,2.43,2.43,2.43,0.0,1.0,356.0,1.0,0.0,600.0,0.0,0.0,0.06953676999999997,0.06953676999999997,11.0,0.999,23.0,16.0,16.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,19.0,20.0,8.200000000000001,315.0,315.0,2.0,2.0,590.0,4390.0,0.0,0.0,0.0,1.0,19513.0,7.800000000000001,0.0,0.0,-28.5,-1.625,-1.8125,29.5625,-28.5,750.0,14.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,40.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1235.0,0.0,255.0,854.0,342.0
1789040169904,2026-09-10T15:36:09.905,752.0,14.200000000000001,76.0,2.42,2.42,2.42,2.42,1.0,1.0,498.0,0.0,0.0,102.0,84.5,92.5,0.07459546,0.07459546,10.0,0.999,23.0,16.0,16.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,19.0,20.0,8.0,315.0,315.0,2.0,2.0,590.0,4390.0,0.0,0.0,0.0,1.0,19513.0,7.9,0.0,0.0,-28.4375,-2.1875,-2.3125,29.5,-28.4375,750.0,14.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,39.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1146.0,0.0,255.0,854.0,329.0
1789040170413,2026-09-10T15:36:10.413,753.0,14.200000000000001,76.0,2.4,2.4,2.4,2.4,1.0,1.0,742.0,1.0,0.0,722.0,85.0,92.5,0.04940119999999998,0.04940119999999998,10.0,0.999,24.0,16.0,16.0,-12.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,40.0,19.0,20.0,8.0,315.0,315.0,2.0,2.0,590.0,4390.0,0.0,0.0,0.0,1.0,19513.0,7.9,1.0,0.0,-28.4375,-2.1875,-2.3125,29.5,-28.4375,750.0,12.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,40.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1146.0,0.0,255.0,854.0,329.0
1789040171044,2026-09-10T15:36:11.044,760.0,14.200000000000001,76.0,2.39,2.39,2.39,2.39,1.0,1.0,732.0,1.0,0.0,737.0,84.5,92.5,0.04434251,0.04434251,10.0,0.999,25.0,16.0,16.0,-12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,18.0,20.0,8.200000000000001,315.0,315.0,2.0,2.0,590.0,4400.0,0.0,0.0,0.0,1.0,19513.0,7.7,1.0,0.0,-29.125,-2.0,-3.0625,30.25,-29.125,750.0,12.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,39.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1146.0,0.0,255.0,854.0,329.0
1789040171673,2026-09-10T15:36:11.674,758.0,14.200000000000001,76.0,2.39,2.39,2.39,2.39,1.0,1.0,717.0,1.0,0.0,742.0,84.5,92.5,0.038505559999999994,0.038505559999999994,9.0,0.999,25.0,16.0,16.0,-12.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,8.200000000000001,315.0,315.0,2.0,2.0,590.0,4390.0,0.0,0.0,0.0,1.0,19513.0,8.1,0.0,0.0,-29.125,-2.0,-3.0625,30.25,-29.125,750.0,11.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,38.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1499.0,0.0,255.0,854.0,331.0
1789040172303,2026-09-10T15:36:12.304,752.0,14.200000000000001,76.0,2.39,2.39,2.39,2.39,1.0,1.0,693.0,1.0,0.0,712.0,84.5,92.5,0.008412839999999977,0.008412839999999977,9.0,0.999,24.0,16.0,16.0,-13.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,8.1,315.0,315.0,2.0,2.0,590.0,4390.0,0.0,0.0,0.0,1.0,19513.0,8.1,1.0,0.0,-28.4375,-1.375,-1.0625,29.5625,-28.4375,750.0,10.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,38.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1499.0,0.0,255.0,854.0,331.0
1789040172876,2026-09-10T15:36:12.876,744.0,14.200000000000001,76.0,2.5100000000000002,2.5100000000000002,2.5100000000000002,2.5100000000000002,0.0,1.0,97.0,0.0,0.0,214.0,85.5,93.5,0.04521232999999997,0.04521232999999997,8.0,0.999,26.0,16.0,16.0,-15.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,40.0,20.0,21.0,8.5,336.0,336.0,2.0,2.0,600.0,4380.0,0.0,0.0,0.0,1.0,19513.0,8.4,1.0,0.0,-28.4375,-1.375,-1.0625,29.5625,-28.4375,750.0,10.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,37.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1499.0,0.0,255.0,854.0,331.0
1789040173623,2026-09-10T15:36:13.623,752.0,14.200000000000001,76.0,2.56,2.56,2.56,2.56,1.0,1.0,727.0,0.0,0.0,112.0,85.0,93.0,0.032081099999999974,0.032081099999999974,8.0,0.999,25.0,16.0,16.0,-16.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,20.0,21.0,8.6,336.0,336.0,2.0,2.0,600.0,4380.0,0.0,0.0,0.0,1.0,19513.0,8.4,0.0,0.0,-28.5625,0.125,-2.5625,29.6875,-28.5625,750.0,10.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,38.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1018.0,0.0,255.0,854.0,342.0
1789040174134,2026-09-10T15:36:14.134,750.0,14.200000000000001,76.0,2.54,2.54,2.54,2.54,1.0,1.0,771.0,1.0,0.0,756.0,84.5,92.5,0.025076759999999976,0.025076759999999976,7.0,0.999,24.0,15.0,15.0,-16.0,-5.0,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0,40.0,20.0,21.0,8.6,336.0,336.0,2.0,2.0,600.0,4390.0,0.0,0.0,0.0,1.0,19513.0,8.200000000000001,1.0,0.0,-28.5625,0.125,-2.5625,29.6875,-28.5625,750.0,11.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,38.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1018.0,0.0,255.0,854.0,342.0
1789040174764,2026-09-10T15:36:14.764,755.0,14.200000000000001,77.0,2.5100000000000002,2.5100000000000002,2.5100000000000002,2.5100000000000002,1.0,1.0,751.0,1.0,0.0,761.0,85.0,93.0,0.02001807,0.02001807,7.0,0.999,23.0,16.0,16.0,-16.0,-5.0,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,8.4,336.0,336.0,2.0,2.0,590.0,4390.0,0.0,0.0,0.0,1.0,19513.0,8.0,1.0,0.0,-27.875,-1.3125,-2.5625,29.0,-27.875,750.0,11.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,38.0,8495.0,86.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.1000000000000005,5000.0,4990.0,4980.0,1.0,1.0,0.0,33.0,1018.0,0.0,255.0,854.0,342.0
