time_ms,iso,ETAT_VERROUILLAGE_DEVERROUILLAGE_CALCULTATEUR,ETAT_PROGRAMMATION_ANTI_DEMARRAGE,PB_TRANSMISSION_CODE_DEVERROUILLAGE,OPTION_APPAIRAGE_CHOISIE,REGIME_MOTEUR,TENSION_ALIMENTATION_CALCULATEUR_CONTROLE_MOTEUR,TEMPERATURE_D_EAU_MOTEUR_d,TEMPS_INJECTION_CYLINDRE_01,TEMPS_INJECTION_CYLINDRE_02,TEMPS_INJECTION_CYLINDRE_03,TEMPS_INJECTION_CYLINDRE_04,ETAT_SONDE_A_OXYGENE_AMONT,ETAT_REGULATION_SONDE_A_OXYGENE_AMONT,TENSION_SONDE_A_OXYGENE_AMONT,ETAT_SONDE_A_OXYGENE_AVAL,ETAT_REGULATION_SONDE_A_OXYGENE_AVAL,TENSION_SONDE_A_OXYGENE_AVAL,RCOAMONT,RCOAVAL,FACTEUR_CORRECTION_RICHESSE_AMONT,FACTEUR_CORRECTION_RICHESSE_AVAL,CHARGE_ESTIMEE_CANISTER,CON_RICHESSE,CDERCOELECPURGE,AVANCE_ALLUMAGE_OPTIMAL,AVANCE_ALLUMAGE_MAXIMUM,AVANCE_ALLUMAGE_MINIMUM,AVANCE_ALLUMAGE_APPLIQUEE_A_CHAQUE_CYLINDRE,AVANCE_APPLIQUEE_CYL_2,AVANCE_APPLIQUEE_CYL_3,AVANCE_APPLIQUEE_CYL_4,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_01,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_02,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_03,RETRAIT_AVANCE_ALLUMAGE_CYLINDRE_04,TEMP_AIR_ADMISSION_SUP,REMPLISSAGE_DE_CONSIGNE,REMPLISSAGE_MESURE,DEBIT_AIR,CONSIGNE_PRESSION_ADMISSION,PRESSIONTUBULURE,ANGLE_PAPILLON_CONSIGNE,ANGLE_PAPILLON_MESURE,TENSION_RECOPIE_POSITION_PAPILLON_01,TENSION_RECOPIE_POSITION_PAPILLON_02,CONSIGNE_POSITION_DEPHASEUR_AAC_ADMISSION,POS_DEPHASEUR_ACC_1,RCO_ELECTROVANNE_DEPHASEUR_ACC_1,ETAT_COH_POSITION_AAC_ADMI_VIL,COMPTDEMMOT,DEBAIRCONS,DEPASSEMENT_SEUIL_ENCRASSEMENT_MOTEUR,COMPTEUR_NB_DEMARRAGE_A_FROID,COUPLE_MOTEUR_EFFECTIF_AIR,COUPLE_MOTEUR_EFFECTIF_AVANCE,COUPLE_MOTEUR_AVANCE,COUPLE_RESISTANT_MOTEUR_ESTIME,COUPLE_VOLONTE_CONDUCTEUR,REGMOTRALENTI,VITESSE_VEHICULE,PEDALE_ACCELERATEUR_1,PEDALE_ACCELERATEUR_2,POSPEDACC1,POSPEDACC2,VITESSE_CONSIGNE_REGULATION_VITESSE,ETAT_RVV,VITESSE_CONSIGNE_LIMITATION_DE_VITESSE,ETAT_LVV,ETAT_CONTACTEUR_FREIN_PRINCIPAL,ETAT_CONTACTEUR_PEDALE_FREIN,INFORMATION_CAPTEUR_EMBRAYAGE,INFORMATION_POINT_DUR_PEDALE_ACCELERATEUR,RAPPORT_ENGAGE,TYPE_BOITE_VITESSES,ETAT_MTH,ETAT_FONCTIONNEMENT_MOTEUR_THERMIQUE,ETAT_REVEIL_CALCULATEUR,POSITION_PEDALE_EMBRAYAGE,NIVEAU_CARBURANT_AFFICHE,TEMPS_ARRET_MOTEUR,TEMPERATURE_EAU_DERNIER_ARRET_MOTEUR,AUTORISATION_DEMARRAGE_CALCULATEURS_BV,ETAT_GMP,ETAT_REL_GMV_C5,ETAT_GMV_PTIT_C5,CONSIGNE_VITESSE_GMV_C5,ETAT_RELAIS_GMV,ESTIMATION_PUISSANCE_CONSO_COMPRESSEUR_REFRI,PRESSION_CIRCUIT_REFRIGERANT_a,TENSION_ALIMENTATION_CAPTEURS_01,TENSION_ALIMENTATION_CAPTEURS_02,TENSION_ALIMENTATION_CAPTEURS_03,PRESSION_HUILE_MOTEUR,COMMANDE_RELAIS_PUISSANCE,ETATCDEDEM,TEMPERATURE_AIR_EXTERIEUR,BRUIT_CAPTEUR_CLIQUETIS,INFO_DETECTION_CHOC,ETAT_COMMANDE_POMPE_VIDE_ELECTRIQUE,PRESSION_ATMOSPHERIQUE,PRESSION_MASTERVAC,ZAPVNUMBER,SIGNATURE,DATE,MILEAGE,ERASETYPE,NUMBERINTERVENTION
1788674854096,2026-09-06T10:07:34.096,0.0,4.0,0.0,1.0,879.0,14.3,24.0,2.9,2.9,2.9,2.9,0.0,1.0,97.0,1.0,0.0,454.0,95.5,7.5,-0.03699329000000001,-0.03699329000000001,7.0,1.072,0.0,21.0,21.0,-15.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.5,378.0,336.0,3.0,3.0,640.0,4360.0,0.0,0.0,0.0,1.0,19484.0,11.700000000000001,1.0,0.0,-32.5,-3.3125,-3.375,31.3125,-32.5,876.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4990.0,1.0,1.0,0.0,23.0,1675.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674854560,2026-09-06T10:07:34.560,0.0,4.0,0.0,1.0,877.0,14.3,24.0,2.86,2.86,2.86,2.86,1.0,1.0,585.0,1.0,0.0,449.0,95.5,7.5,-0.048957130000000015,-0.048957130000000015,7.0,1.069,0.0,21.0,21.0,-14.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.3,357.0,336.0,3.0,3.0,630.0,4360.0,0.0,0.0,0.0,1.0,19484.0,11.5,1.0,0.0,-32.4375,-0.4375,-2.1875,31.25,-32.4375,875.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4980.0,1.0,1.0,0.0,23.0,1008.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674855122,2026-09-06T10:07:35.122,0.0,4.0,0.0,1.0,873.0,14.3,24.0,2.82,2.82,2.82,2.82,0.0,1.0,307.0,1.0,0.0,449.0,95.0,7.5,-0.05401581999999999,-0.05401581999999999,7.0,1.069,0.0,21.0,21.0,-14.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.3,378.0,336.0,3.0,3.0,640.0,4350.0,0.0,0.0,0.0,1.0,19484.0,11.700000000000001,0.0,0.0,-32.4375,-1.8125,-1.875,31.25,-32.4375,875.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4980.0,1.0,1.0,0.0,23.0,1560.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674855749,2026-09-06T10:07:35.749,0.0,4.0,0.0,1.0,875.0,14.3,25.0,2.9,2.9,2.9,2.9,0.0,1.0,87.0,1.0,0.0,449.0,95.0,7.5,-0.029988950000000014,-0.029988950000000014,7.0,1.066,0.0,21.0,21.0,-14.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.3,378.0,336.0,3.0,3.0,640.0,4360.0,0.0,0.0,0.0,1.0,19484.0,11.600000000000001,0.0,0.0,-32.375,-1.5625,-0.625,31.1875,-32.375,875.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4990.0,1.0,1.0,0.0,23.0,1422.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674856228,2026-09-06T10:07:36.228,0.0,4.0,0.0,1.0,875.0,14.3,25.0,2.95,2.95,2.95,2.95,0.0,1.0,83.0,1.0,0.0,458.0,95.0,7.5,-0.02376287000000002,-0.02376287000000002,7.0,1.066,0.0,21.0,21.0,-15.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,22.0,23.0,22.0,10.4,378.0,336.0,3.0,3.0,640.0,4360.0,0.0,0.0,0.0,1.0,19484.0,11.9,1.0,0.0,-32.625,-1.6875,-1.6875,31.4375,-32.625,875.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4980.0,1.0,1.0,0.0,23.0,1473.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674856739,2026-09-06T10:07:36.739,0.0,4.0,0.0,1.0,871.0,14.200000000000001,25.0,2.96,2.96,2.96,2.96,0.0,1.0,83.0,1.0,0.0,449.0,95.5,7.5,-0.01831505,-0.01831505,7.0,1.062,0.0,21.0,21.0,-15.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.4,378.0,336.0,3.0,3.0,630.0,4350.0,0.0,0.0,0.0,1.0,19484.0,11.8,1.0,0.0,-32.4375,-1.375,-2.3125,31.25,-32.4375,873.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4990.0,1.0,1.0,0.0,23.0,1114.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674857248,2026-09-06T10:07:37.248,0.0,4.0,0.0,1.0,868.0,14.3,25.0,2.96,2.96,2.96,2.96,0.0,1.0,78.0,1.0,0.0,458.0,95.5,7.5,-0.01247810000000002,-0.01247810000000002,7.0,1.062,0.0,21.0,21.0,-15.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.4,378.0,336.0,3.0,3.0,640.0,4350.0,0.0,0.0,0.0,1.0,19484.0,11.8,0.0,0.0,-32.625,-1.125,-1.1875,31.5,-32.625,873.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4990.0,1.0,1.0,0.0,23.0,1772.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674857806,2026-09-06T10:07:37.806,0.0,4.0,0.0,1.0,875.0,14.3,25.0,2.99,2.99,2.99,2.99,0.0,1.0,92.0,1.0,0.0,449.0,95.5,7.5,-0.00703028,-0.00703028,7.0,1.059,0.0,21.0,21.0,-15.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.4,378.0,336.0,3.0,3.0,640.0,4340.0,0.0,0.0,0.0,1.0,19484.0,11.8,0.0,0.0,-32.3125,-1.5625,-1.375,31.1875,-32.3125,872.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4980.0,1.0,1.0,0.0,23.0,998.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674858337,2026-09-06T10:07:38.337,0.0,4.0,0.0,1.0,875.0,14.3,25.0,3.0,3.0,3.0,3.0,0.0,1.0,83.0,1.0,0.0,454.0,94.5,7.5,-4.1507000000001737E-4,-4.1507000000001737E-4,7.0,1.059,0.0,21.0,21.0,-15.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.3,378.0,336.0,3.0,3.0,630.0,4350.0,0.0,0.0,0.0,1.0,19484.0,11.700000000000001,1.0,0.0,-32.5625,-1.75,-0.6875,31.4375,-32.5625,872.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4990.0,1.0,1.0,0.0,23.0,1812.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
1788674859016,2026-09-06T10:07:39.016,0.0,4.0,0.0,1.0,874.0,14.3,25.0,3.02,3.02,3.02,3.02,0.0,1.0,92.0,1.0,0.0,454.0,95.5,7.5,0.00542187999999999,0.00542187999999999,7.0,1.056,0.0,21.0,21.0,-15.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.600000000000001,378.0,336.0,3.0,3.0,640.0,4350.0,0.0,0.0,0.0,1.0,19484.0,11.8,1.0,0.0,-32.5,-1.25,-2.125,31.375,-32.5,871.0,0.0,390.0,200.0,0.0,0.0,254.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.0,0.0,33.0,49988.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,5000.0,4990.0,4990.0,1.0,1.0,0.0,23.0,1702.0,0.0,255.0,857.0,301.0,0.0,0.0,1245716.0,3.008,3.0,50.0
